id, nombre, apellido, precio, codigo, tipo, estado
497,Conrado,Ramos,50000.000000,GU2345F,3,1
498,Fredia,Gonzalez,30000.000000,GU2345F,3,1
499,Gretchen,Munioz,12000.000000,GU2345F,3,1
500,Bibbie,Rojas,37000.000000,GU2345F,3,1
501,Warren,Diaz,25000.000000,GU2345F,3,1
502,Gabi,Perez,30000.000000,GU2345F,3,1
503,Callie,Soto,50000.000000,GU2345F,3,1
504,Patton,Contreras,15000.000000,GU2345F,3,1
505,Karie,Silva,25000.000000,GU2345F,3,1
506,Martguerita,Martinez,50000.000000,GU2345F,2,1
507,Lothaire,Sepulveda,20000.000000,GU2345F,3,1
508,Patrice,Morales,37000.000000,GU2345F,3,1
509,Lin,Rodriguez,12000.000000,MM0987B,2,1
510,Cornie,Lopez,42000.000000,MM0987B,2,1
511,Irena,Fuentes,20000.000000,MM0987B,3,1
512,Markos,Hernandez,20000.000000,MM0987B,2,1
513,Bird,Torres,18000.000000,MM0987B,2,1
514,Lorna,Araya,42000.000000,MM0987B,2,1
515,Vincents,Flores,25000.000000,MM0987B,2,1
516,Torrey,Espinoza,42000.000000,GU2345F,2,1
517,Pernell,Valenzuela,50000.000000,GU2345F,2,1
518,Danya,Castillo,25000.000000,GU2345F,2,1
519,Erda,Tapia,37000.000000,GU2345F,2,1
520,Ethe,Reyes,20000.000000,GU2345F,2,1
521,Coop,Gutierrez,37000.000000,GU2345F,2,1
522,Sheridan,Castro,50000.000000,GU2345F,2,1
523,Charles,Pizarro,42000.000000,GU2345F,2,1
524,Eddy,alvarez,12000.000000,GU2345F,2,1
525,Janey,Vasquez,42000.000000,GU2345F,2,1
526,Edan,Sanchez,20000.000000,GU2345F,2,1
527,Homer,Fernandez,10000.000000,GU2345F,2,1
528,Eveline,Ramirez,37000.000000,GU2345F,2,1
529,Helen,Carrasco,20000.000000,GU2345F,2,1
530,Daveta,Gomez,20000.000000,GU2345F,2,1
531,Mort,Cortes,42000.000000,GU2345F,2,1
532,Maxi,Herrera,37000.000000,GU2345F,2,1
533,Nathalie,Nuniez,37000.000000,GU2345F,2,1
534,Dennison,Jara,25000.000000,GU2345F,2,1
535,Bunnie,Vergara,33000.000000,GU2345F,2,1
536,Frans,Rivera,33000.000000,BA2491A,2,1
537,Delmar,Figueroa,42000.000000,BA2491A,2,1
538,Ced,Riquelme,20000.000000,BA2491A,3,1
539,Caren,Garcia,12000.000000,BA2491A,3,1
540,Christie,Miranda,18000.000000,BA2491A,3,1
541,Saunders,Bravo,25000.000000,BA2491A,3,1
542,Deny,Vera,18000.000000,GU2345F,3,1
543,Gene,Molina,15000.000000,GU2345F,3,1
544,Margeaux,Vega,18000.000000,GU2345F,3,1
545,Prisca,Campos,18000.000000,GU2345F,3,1
546,Domini,Sandoval,18000.000000,GU2345F,3,1
547,Henrie,Orellana,50000.000000,GU2345F,3,1
548,Marj,Cardenas,18000.000000,GU2345F,3,1
549,Mab,Olivares,25000.000000,GU2345F,3,1
550,Josiah,Alarcon,12000.000000,GU2345F,3,1
551,Mathe,Gallardo,12000.000000,GU2345F,3,1
552,Gauthier,Ortiz,12000.000000,GU2345F,3,1
553,Delmore,Garrido,33000.000000,GU2345F,3,1
554,Lynett,Salazar,37000.000000,GU2345F,3,1
555,Lucais,Guzman,42000.000000,GU2345F,3,1
556,Clarice,Henriquez,33000.000000,GU2345F,3,1
557,Aeriela,Saavedra,37000.000000,GU2345F,3,1
558,Babbie,Navarro,15000.000000,GU2345F,3,1
559,Caren,Aguilera,15000.000000,GU2345F,3,1
560,Jessamine,Parra,18000.000000,GU2345F,3,1
561,Hesther,Romero,15000.000000,GU2345F,3,1
562,Sasha,Aravena,15000.000000,GU2345F,3,1
563,Erica,Vargas,10000.000000,GU2345F,3,1
564,Keith,Vazquez,10000.000000,GU2345F,3,1
565,Briney,Caceres,12000.000000,GU2345F,3,1
566,Rutherford,Yaniez,15000.000000,GU2345F,3,1
567,Lemmie,Leiva,18000.000000,GU2345F,3,1
568,Dur,Escobar,25000.000000,GU2345F,3,1
569,Modesta,Ruiz,33000.000000,GU2345F,3,1
570,Carter,Valdes,33000.000000,GU2345F,3,1
571,Retha,Vidal,15000.000000,GU2345F,3,1
572,Carma,Salinas,33000.000000,GU2345F,3,1
573,Antonella,Zuniiga,15000.000000,GU2345F,3,1
574,Sutherlan,Penia,10000.000000,GU2345F,3,1
575,Phillipe,Godoy,37000.000000,GU2345F,3,1
576,Florida,Lagos,37000.000000,HY4567D,3,1
577,Corrina,Maldonado,15000.000000,HY4567D,3,1
578,Adrianne,Bustos,10000.000000,HY4567D,3,1
579,Scarlett,Medina,20000.000000,HY4567D,3,1
580,Shel,Pino,25000.000000,HY4567D,3,1
581,Delaney,Palma,50000.000000,HY4567D,1,1
582,Tiphani,Moreno,33000.000000,HY4567D,1,1
583,Grier,Sanhueza,42000.000000,HY4567D,1,1
584,Annabell,Carvajal,15000.000000,HY4567D,1,1
585,Basil,Navarrete,12000.000000,HY4567D,1,1
586,Horatius,Saez,18000.000000,HY4567D,1,1
587,Umeko,Alvarado,30000.000000,HY4567D,1,1
588,Hayes,Donoso,10000.000000,HY4567D,1,1
589,Lynnette,Poblete,37000.000000,HY4567D,1,1
590,Hesther,Bustamante,33000.000000,HY4567D,1,1
591,Trumaine,Toro,15000.000000,HY4567D,1,1
592,Emlyn,Ortega,50000.000000,HY4567D,1,1
593,Corabelle,Venegas,37000.000000,HY4567D,1,1
594,Vic,Guerrero,25000.000000,HY4567D,1,1
595,Cyndia,Mendoza,33000.000000,HY4567D,1,1
596,Gray,Farias,42000.000000,HY4567D,1,1
597,Dylan,SanMartin,30000.000000,HY4567D,1,1
598,Isabelle,Gonzalez,20000.000000,HY4567D,1,1
599,Eachelle,Fernandez,37000.000000,HY4567D,1,1
600,Howard,Rodriguez,18000.000000,HY4567D,1,3
601,Cornall,Lopez,18000.000000,HY4567D,1,3
602,Emmalee,Martinez,18000.000000,HY4567D,1,3
603,Brian,Sanchez,20000.000000,HY4567D,1,3
604,Cahra,Perez,50000.000000,HY4567D,1,3
605,Arvin,Gomez,50000.000000,HY4567D,1,3
606,Minda,Martin,15000.000000,HY4567D,1,3
607,Dedie,Jimenez,33000.000000,HY4567D,1,3
608,Lydia,Ruiz,15000.000000,HY4567D,1,3
609,Joshia,Hernandez,25000.000000,HY4567D,1,3
610,Bernita,Diaz,15000.000000,HY4567D,1,3
611,Sayre,Moreno,33000.000000,HY4567D,1,3
612,Pearla,alvarez,20000.000000,HY4567D,1,3
613,Fidole,Munioz,30000.000000,HY4567D,1,3
614,Evin,Romero,12000.000000,HY4567D,1,3
615,Fredia,Alonso,20000.000000,HY4567D,1,3
616,Idalina,Gutierrez,50000.000000,HY4567D,1,3
617,Hetti,Navarro,30000.000000,HY4567D,1,3
618,Kirk,Torres,30000.000000,HY4567D,1,3
619,Orson,Dominguez,25000.000000,HY4567D,1,3
620,Lyndsay,Vazquez,42000.000000,HY4567D,1,3
621,Lissy,Ramos,37000.000000,HY4567D,1,3
622,Odessa,Gonzalez,50000.000000,HY4567D,1,3
623,Hestia,Munioz,18000.000000,HY4567D,1,3
624,Dorotea,Rojas,10000.000000,HY4567D,1,3
625,Giraud,Diaz,15000.000000,HY4567D,1,3
626,Tonya,Perez,37000.000000,HY4567D,1,3
627,Menard,Soto,37000.000000,HY4567D,1,3
628,Nicola,Contreras,12000.000000,HY4567D,3,3
629,Maddy,Silva,25000.000000,HY4567D,3,3
630,Mace,Martinez,18000.000000,HY4567D,3,3
631,Lyndy,Sepulveda,37000.000000,HY4567D,3,3
632,Ivonne,Morales,20000.000000,HY4567D,3,3
633,Josepha,Rodriguez,20000.000000,HY4567D,3,3
634,Shandra,Lopez,50000.000000,HY4567D,3,3
635,Viva,Fuentes,25000.000000,HY4567D,3,3
636,Sherwin,Hernandez,10000.000000,HY4567D,3,3
637,Abigail,Torres,18000.000000,HY4567D,3,3
638,Rosalia,Araya,18000.000000,HY4567D,3,3
639,Merissa,Flores,25000.000000,HY4567D,3,3
640,Marylee,Espinoza,50000.000000,HY4567D,3,3
641,Wolfy,Valenzuela,33000.000000,HY4567D,3,3
642,Maia,Castillo,10000.000000,HY4567D,3,3
643,Elinor,Tapia,33000.000000,HY4567D,3,3
644,Neron,Reyes,42000.000000,HY4567D,3,3
645,Malachi,Gutierrez,25000.000000,HY4567D,3,3
646,Sarajane,Castro,10000.000000,HY4567D,3,3
647,Arlie,Pizarro,42000.000000,HY4567D,3,3
648,Felike,alvarez,12000.000000,HY4567D,3,3
649,Ethan,Vasquez,12000.000000,HY4567D,3,3
650,Ruthy,Sanchez,20000.000000,HY4567D,3,3
651,Hugo,Fernandez,30000.000000,HY4567D,3,3
652,Thorndike,Ramirez,10000.000000,HY4567D,3,3
653,Cesaro,Carrasco,30000.000000,HY4567D,3,3
654,Harmonia,Gomez,12000.000000,HY4567D,3,3
655,Damara,Cortes,12000.000000,HY4567D,3,3
656,Maddy,Herrera,25000.000000,HY4567D,3,3
657,Filmer,Nuniez,50000.000000,HY4567D,3,3
658,Boothe,Jara,12000.000000,HY4567D,3,3
659,Dorrie,Vergara,42000.000000,HY4567D,3,3
660,Willdon,Rivera,10000.000000,HY4567D,3,3
661,Cindi,Figueroa,12000.000000,HY4567D,3,3
662,Shermie,Riquelme,12000.000000,HY4567D,3,3
663,Byrom,Garcia,42000.000000,HY4567D,3,3
664,Millie,Miranda,15000.000000,HY4567D,3,3
665,Natassia,Bravo,42000.000000,HY4567D,3,3
666,Wheeler,Vera,25000.000000,HY4567D,3,3
667,Caritta,Molina,12000.000000,HY4567D,3,3
668,Kennan,Vega,12000.000000,HY4567D,3,3
669,Katina,Campos,20000.000000,HY4567D,3,3
670,Beverlee,Sandoval,25000.000000,HY4567D,3,3
671,Arlette,Orellana,30000.000000,HY4567D,3,3
672,Jacqueline,Cardenas,50000.000000,HY4567D,3,3
673,Sheila,Olivares,10000.000000,HY4567D,3,3
674,Lambert,Alarcon,42000.000000,HY4567D,3,3
675,Lamont,Gallardo,33000.000000,HY4567D,3,3
676,Immanuel,Ortiz,33000.000000,HY4567D,3,3
677,Nani,Garrido,50000.000000,HY4567D,3,3
678,Galen,Salazar,50000.000000,HY4567D,3,3
679,Nilson,Guzman,10000.000000,HY4567D,3,3
680,Tomi,Henriquez,50000.000000,HY4567D,3,3
681,Flore,Saavedra,30000.000000,HY4567D,3,3
682,Burgess,Navarro,12000.000000,HY4567D,3,3
683,Tally,Aguilera,42000.000000,HY4567D,3,3
684,Jaquenette,Parra,25000.000000,HY4567D,3,3
685,Sly,Romero,42000.000000,HY4567D,3,3
686,Yul,Aravena,30000.000000,HY4567D,3,3
687,Rosalyn,Vargas,37000.000000,HY4567D,3,3
688,Devondra,Vazquez,10000.000000,HY4567D,3,3
689,Xenos,Caceres,37000.000000,HY4567D,3,3
690,Terrence,Yaniez,42000.000000,HY4567D,3,3
691,Krystyna,Leiva,50000.000000,HY4567D,3,3
692,Krishna,Escobar,50000.000000,HY4567D,3,3
693,Zorina,Ruiz,18000.000000,HY4567D,3,3
694,Baxy,Valdes,20000.000000,HY4567D,3,3
695,Terrie,Vidal,42000.000000,HY4567D,3,3
696,Justino,Salinas,18000.000000,HY4567D,3,3
697,Erhard,Zuniiga,33000.000000,HY4567D,3,3
698,Robbie,Penia,30000.000000,HY4567D,3,3
699,Paddie,Godoy,33000.000000,HY4567D,3,3
700,Evelyn,Lagos,10000.000000,HY4567D,3,3
701,Abbot,Maldonado,33000.000000,HY4567D,3,3
702,Tedra,Bustos,33000.000000,HY4567D,3,3
703,Rikki,Medina,12000.000000,HY4567D,3,3
704,Alverta,Pino,25000.000000,HY4567D,3,3
705,Pauly,Palma,30000.000000,HY4567D,3,3
706,Ariella,Moreno,12000.000000,HY4567D,3,3
707,Lia,Sanhueza,20000.000000,HY4567D,3,3
708,Petronille,Carvajal,42000.000000,HY4567D,3,3
709,Merle,Navarrete,10000.000000,HY4567D,3,3
710,Hagan,Saez,50000.000000,HY4567D,3,3
711,Nikolaus,Alvarado,30000.000000,HY4567D,3,3
712,Cinda,Donoso,42000.000000,HY4567D,3,3
713,Matelda,Poblete,18000.000000,HY4567D,3,3
714,Roslyn,Bustamante,25000.000000,HY4567D,3,3
715,Jerrylee,Toro,10000.000000,HY4567D,3,3
716,Lucky,Ortega,42000.000000,IB0800A,3,3
717,Elita,Venegas,18000.000000,IB0800A,3,3
718,Hyacinthia,Guerrero,25000.000000,IB0800A,3,3
719,Fina,Mendoza,42000.000000,IB0800A,3,3
720,Kamila,Farias,42000.000000,IB0800A,3,3
721,Jennie,SanMartin,42000.000000,IB0800A,3,3
722,Riobard,Gonzalez,42000.000000,IB0800A,3,3
723,Joannes,Fernandez,10000.000000,IB0800A,3,3
724,Darlene,Rodriguez,42000.000000,IB0800A,3,3
725,Zia,Lopez,42000.000000,IB0800A,3,3
726,Cristina,Martinez,15000.000000,IB0800A,3,3
727,Jonathon,Sanchez,50000.000000,IB0800A,3,3
728,Rickie,Perez,42000.000000,IB0800A,3,3
729,Klara,Gomez,50000.000000,IB0800A,3,3
730,Osbert,Martin,33000.000000,IB0800A,3,3
731,Emmet,Jimenez,37000.000000,IB0800A,3,3
732,Cassandry,Ruiz,33000.000000,IB0800A,3,3
733,Enrica,Hernandez,18000.000000,IB0800A,3,3
734,Evvy,Diaz,42000.000000,IB0800A,3,3
735,Silas,Moreno,20000.000000,IB0800A,3,3
736,Kaia,alvarez,25000.000000,IB0800A,3,3
737,Arvie,Munioz,15000.000000,IB0800A,3,3
738,Keith,Romero,20000.000000,FR5678G,3,3
739,Silvie,Alonso,12000.000000,FR5678G,3,3
740,Winnifred,Gutierrez,10000.000000,FR5678G,3,3
741,Chen,Navarro,37000.000000,FR5678G,3,3
742,Carleton,Torres,15000.000000,FR5678G,3,3
743,Silvano,Dominguez,12000.000000,FR5678G,3,3
744,Pancho,Vazquez,18000.000000,FR5678G,3,3
745,Melonie,Ramos,33000.000000,FR5678G,3,3
746,Gordon,Gonzalez,12000.000000,FR5678G,3,3
747,Rosemarie,Munioz,10000.000000,FR5678G,3,3
748,Graehme,Rojas,18000.000000,FR5678G,3,3
749,Mitchael,Diaz,33000.000000,FR5678G,3,3
750,Carola,Perez,10000.000000,FR5678G,3,3
751,Zsa,Soto,20000.000000,FR5678G,3,3
752,Jude,Contreras,12000.000000,FR5678G,3,3
753,Arch,Silva,33000.000000,FR5678G,3,3
754,Andrej,Martinez,50000.000000,FR5678G,3,3
755,Amber,Sepulveda,42000.000000,FR5678G,3,3
756,Dorian,Morales,15000.000000,FR5678G,3,3
757,Kaitlynn,Rodriguez,15000.000000,FR5678G,3,3
758,Kerianne,Lopez,37000.000000,FR5678G,3,3
759,Boycie,Fuentes,18000.000000,FR5678G,3,3
760,Nanete,Hernandez,37000.000000,FR5678G,3,3
761,Sidonia,Torres,10000.000000,FR5678G,3,3
762,Galvan,Araya,33000.000000,FR5678G,3,3
763,Lucienne,Flores,25000.000000,FR5678G,3,3
764,Davidson,Espinoza,37000.000000,FR5678G,3,3
765,Roslyn,Valenzuela,10000.000000,FR5678G,3,3
766,Jenny,Castillo,33000.000000,FR5678G,3,3
767,Toby,Tapia,20000.000000,FR5678G,3,3
768,Brynne,Reyes,18000.000000,FR5678G,3,3
769,Blakeley,Gutierrez,18000.000000,FR5678G,3,3
770,Egan,Castro,10000.000000,FR5678G,3,3
771,Barbey,Pizarro,20000.000000,FR5678G,3,3
772,Portia,alvarez,33000.000000,FR5678G,3,3
773,Alica,Vasquez,37000.000000,FR5678G,3,3
774,Juliana,Sanchez,50000.000000,FR5678G,3,3
775,Barde,Fernandez,18000.000000,FR5678G,3,3
776,Wilie,Ramirez,30000.000000,FR5678G,3,3
777,Letta,Carrasco,10000.000000,FR5678G,3,3
778,Ree,Gomez,42000.000000,FR5678G,3,3
779,Ingmar,Cortes,18000.000000,FR5678G,3,3
780,Melva,Herrera,42000.000000,FR5678G,3,3
781,Tootsie,Nuniez,25000.000000,FR5678G,3,3
782,Felike,Jara,33000.000000,FR5678G,3,3
783,Laughton,Vergara,15000.000000,FR5678G,3,3
784,Crosby,Rivera,12000.000000,FR5678G,3,3
785,Marianne,Figueroa,33000.000000,FR5678G,3,3
786,Francine,Riquelme,42000.000000,FR5678G,3,3
787,Edan,Garcia,50000.000000,FR5678G,3,3
788,Fayre,Miranda,18000.000000,FR5678G,3,3
789,Adelaida,Bravo,37000.000000,FR5678G,3,3
790,Florella,Vera,25000.000000,FR5678G,3,3
791,Noll,Molina,30000.000000,FR5678G,3,3
792,Ki,Vega,42000.000000,FR5678G,3,3
793,Jermayne,Campos,33000.000000,FR5678G,3,3
794,Grayce,Sandoval,33000.000000,FR5678G,3,3
795,Harv,Orellana,42000.000000,FR5678G,3,3
796,Lorianna,Cardenas,15000.000000,FR5678G,3,3
797,Hersh,Olivares,33000.000000,FR5678G,3,3
798,Diahann,Alarcon,33000.000000,FR5678G,3,3
799,Yelena,Gallardo,50000.000000,FR5678G,3,3
800,Emmaline,Ortiz,37000.000000,FR5678G,3,3
801,Daffi,Garrido,12000.000000,FR5678G,3,3
802,Janine,Salazar,50000.000000,FR5678G,3,3
803,Sheilah,Guzman,42000.000000,FR5678G,3,3
804,Lazaro,Henriquez,10000.000000,FR5678G,3,3
805,Earle,Saavedra,30000.000000,FR5678G,3,3
806,Fred,Navarro,25000.000000,FR5678G,3,3
807,Almira,Aguilera,42000.000000,FR5678G,3,3
808,Wini,Parra,37000.000000,FR5678G,3,3
809,Emanuel,Romero,30000.000000,FR5678G,3,3
810,Obadias,Aravena,10000.000000,FR5678G,3,3
811,Efrem,Vargas,20000.000000,FR5678G,3,3
812,Susi,Vazquez,18000.000000,FR5678G,3,3
813,Maxy,Caceres,15000.000000,FR5678G,3,3
814,Agnes,Yaniez,42000.000000,FR5678G,3,3
815,Obadiah,Leiva,12000.000000,FR5678G,3,3
816,Lefty,Escobar,50000.000000,FR5678G,3,3
817,Michele,Ruiz,42000.000000,FR5678G,3,3
818,Cynthia,Valdes,25000.000000,FR5678G,3,3
819,Hyatt,Vidal,20000.000000,FR5678G,3,3
820,Roch,Salinas,33000.000000,FR5678G,3,3
821,Mag,Zuniiga,12000.000000,FR5678G,3,3
822,Trevor,Penia,10000.000000,FR5678G,3,3
823,Jefferey,Godoy,10000.000000,FR5678G,3,3
824,Tania,Lagos,42000.000000,FR5678G,3,3
825,Mercie,Maldonado,42000.000000,FR5678G,3,3
826,Andrei,Bustos,10000.000000,FR5678G,3,3
827,Yetta,Medina,25000.000000,FR5678G,3,3
828,Angeli,Pino,20000.000000,FR5678G,3,3
829,Norbert,Palma,20000.000000,FR5678G,3,3
830,Conan,Moreno,20000.000000,FR5678G,3,3
831,Cale,Sanhueza,50000.000000,FR5678G,3,3
832,Christina,Carvajal,37000.000000,FR5678G,3,3
833,Olivier,Navarrete,20000.000000,FR5678G,3,3
834,Oby,Saez,12000.000000,FR5678G,3,3
835,Chad,Alvarado,15000.000000,FR5678G,3,3
836,Adelle,Donoso,10000.000000,FR5678G,2,3
837,Keene,Poblete,25000.000000,FR5678G,2,3
838,Corrina,Bustamante,50000.000000,FR5678G,2,3
839,Hashim,Toro,50000.000000,FR5678G,2,3
840,Oralia,Ortega,10000.000000,FR5678G,2,3
841,Wadsworth,Venegas,30000.000000,FR5678G,2,3
842,Shelley,Guerrero,15000.000000,FR5678G,2,3
843,Irv,Mendoza,15000.000000,FR5678G,2,3
844,Grant,Farias,33000.000000,FR5678G,2,3
845,Bella,Martin,18000.000000,FR5678G,2,3
846,Yardley,Gonzalez,50000.000000,FR5678G,2,3
847,Brendin,Fernandez,10000.000000,FR5678G,2,3
848,Estella,Rodriguez,42000.000000,FR5678G,2,3
849,Rasia,Lopez,37000.000000,FR5678G,2,3
850,Gibb,Martinez,20000.000000,FR5678G,2,3
851,Amanda,Sanchez,37000.000000,FR5678G,2,3
852,Sidoney,Perez,20000.000000,FR5678G,2,4
853,Giacopo,Gomez,18000.000000,FR5678G,2,4
854,Eve,Martin,12000.000000,FR5678G,2,4
855,Levon,Jimenez,25000.000000,FR5678G,2,2
856,Vassili,Ruiz,33000.000000,FR5678G,2,1
857,Henrieta,Hernandez,30000.000000,FR5678G,2,1
858,Devlen,Diaz,37000.000000,FR5678G,2,1
859,Ophelie,Moreno,37000.000000,FR5678G,2,2
860,Abramo,alvarez,37000.000000,FR5678G,2,2
861,Fair,Munioz,37000.000000,FR5678G,2,3
862,Pietrek,Romero,25000.000000,FR5678G,2,3
863,Holden,Alonso,50000.000000,FR5678G,2,4
864,Cherish,Gutierrez,42000.000000,FR5678G,2,4
865,Alonzo,Navarro,12000.000000,FR5678G,2,4
866,Devonna,Torres,18000.000000,FR5678G,2,4
867,Rubi,Dominguez,18000.000000,FR5678G,2,4
868,Emmanuel,Vazquez,30000.000000,FR5678G,2,4
869,Trumaine,Ramos,42000.000000,FR5678G,2,4
870,Malory,Gonzalez,42000.000000,FR5678G,2,4
871,Pearla,Munioz,33000.000000,FR5678G,2,4
872,Phelia,Rojas,33000.000000,FR5678G,2,4
873,Madonna,Diaz,10000.000000,FR5678G,2,4
874,Thomasa,Perez,18000.000000,FR5678G,2,4
875,Estella,Soto,20000.000000,FR5678G,2,4
876,Saw,Contreras,15000.000000,FR5678G,2,4
877,Cecil,Silva,37000.000000,FR5678G,2,4
878,Mac,Martinez,25000.000000,FR5678G,2,4
879,Ralf,Sepulveda,12000.000000,FR5678G,2,4
880,Barbey,Morales,12000.000000,FR5678G,2,4
881,Josi,Rodriguez,18000.000000,FR5678G,2,4
882,Kenna,Lopez,25000.000000,FR5678G,2,4
883,Rina,Fuentes,25000.000000,FR5678G,2,4
884,Callida,Hernandez,33000.000000,FR5678G,2,4
885,Lona,Torres,30000.000000,FR5678G,2,4
886,Jan,Araya,18000.000000,FR5678G,2,4
887,Bailey,Flores,30000.000000,FR5678G,2,2
888,Guillermo,Espinoza,42000.000000,FR5678G,2,2
889,Katlin,Valenzuela,25000.000000,FR5678G,2,2
890,Flo,Castillo,42000.000000,FR5678G,2,2
891,Madel,Tapia,12000.000000,FR5678G,2,2
892,Conant,Reyes,37000.000000,FR5678G,2,2
893,Devland,Gutierrez,10000.000000,FR5678G,2,2
894,Annamarie,Castro,20000.000000,FR5678G,2,2
895,Gabbie,Pizarro,42000.000000,FR5678G,2,2
896,Frasquito,alvarez,15000.000000,FR5678G,2,2
897,Oberon,Vasquez,15000.000000,FR5678G,2,2
898,Gabriell,Sanchez,10000.000000,FR5678G,2,2
899,Ki,Fernandez,30000.000000,BR3456J,2,2
900,Martelle,Ramirez,15000.000000,BR3456J,2,2
901,Riccardo,Carrasco,42000.000000,BR3456J,2,2
902,Shaughn,Gomez,50000.000000,BR3456J,2,2
903,Coral,Cortes,18000.000000,BR3456J,2,2
904,Judas,Herrera,10000.000000,BR3456J,2,2
905,Josiah,Nuniez,12000.000000,BR3456J,2,2
906,Freda,Jara,42000.000000,BR3456J,2,2
907,Lynn,Vergara,37000.000000,BR3456J,2,2
908,Tabb,Rivera,50000.000000,BR3456J,2,2
909,Brittany,Figueroa,18000.000000,MM0987B,2,2
910,Leo,Riquelme,42000.000000,MM0987B,2,2
911,Atlante,Garcia,33000.000000,MM0987B,2,2
912,Maurie,Miranda,50000.000000,MM0987B,2,2
913,Oren,Bravo,20000.000000,MM0987B,2,2
914,Anetta,Vera,10000.000000,MM0987B,2,2
915,Curry,Molina,20000.000000,MM0987B,2,2
916,Tyrone,Vega,15000.000000,MM0987B,2,2
917,Saunder,Campos,37000.000000,MM0987B,2,2
918,Luis,Sandoval,12000.000000,MM0987B,2,2
919,Alysia,Orellana,37000.000000,MM0987B,2,2
920,Calypso,Cardenas,12000.000000,BR3456J,2,2
921,Gretna,Olivares,42000.000000,BR3456J,2,2
922,Odie,Alarcon,20000.000000,BR3456J,2,2
923,Wenda,Gallardo,12000.000000,BR3456J,2,2
924,Ezekiel,Ortiz,20000.000000,BR3456J,2,3
925,Orlan,Garrido,25000.000000,BR3456J,2,3
926,Wittie,Salazar,37000.000000,BR3456J,2,3
927,Abbie,Guzman,18000.000000,BR3456J,2,3
928,Robinia,Henriquez,10000.000000,BR3456J,2,3
929,Hayden,Saavedra,30000.000000,BR3456J,2,3
930,Melody,Navarro,20000.000000,BR3456J,2,3
931,Emory,Aguilera,37000.000000,BR3456J,2,3
932,Callie,Parra,10000.000000,BR3456J,2,3
933,Debby,Romero,18000.000000,IB0800A,2,3
934,Gui,Aravena,20000.000000,IB0800A,2,3
935,Dorette,Vargas,37000.000000,IB0800A,2,3
936,Jillane,Vazquez,37000.000000,IB0800A,2,3
937,Carolina,Caceres,33000.000000,IB0800A,2,4
938,Randy,Yaniez,15000.000000,IB0800A,2,2
939,Arabel,Leiva,50000.000000,IB0800A,2,2
940,Verina,Escobar,37000.000000,IB0800A,2,3
941,Josefina,Ruiz,30000.000000,IB0800A,2,3
942,Nina,Valdes,25000.000000,IB0800A,2,3
943,Vernen,Vidal,18000.000000,IB0800A,2,3
944,Loria,Salinas,25000.000000,IB0800A,2,3
945,Isabeau,Zuniiga,37000.000000,BA2491A,2,3
946,Cherice,Penia,15000.000000,BR3456J,2,3
947,Kimberley,Godoy,18000.000000,BR3456J,2,3
948,Martyn,Lagos,25000.000000,BR3456J,2,3
949,Agustin,Maldonado,25000.000000,BR3456J,2,3
950,Clerissa,Bustos,15000.000000,BR3456J,2,3
951,Lonna,Medina,10000.000000,BR3456J,2,3
952,Wake,Pino,25000.000000,BR3456J,2,3
953,Edwina,Palma,42000.000000,MM0987B,2,1
954,Lacey,Moreno,50000.000000,MM0987B,2,1
955,Laetitia,Sanhueza,33000.000000,MM0987B,2,1
956,Delila,Carvajal,20000.000000,MM0987B,2,1
957,Sioux,Navarrete,12000.000000,MM0987B,2,1
958,Floyd,Saez,15000.000000,MM0987B,2,1
959,Trista,Alvarado,50000.000000,BR3456J,2,1
960,Shaughn,Donoso,15000.000000,BR3456J,2,1
961,Zitella,Poblete,42000.000000,BR3456J,2,1
962,Ginnie,Bustamante,15000.000000,BR3456J,2,1
963,Burty,Toro,12000.000000,BR3456J,2,1
964,Arley,Ortega,33000.000000,BR3456J,2,1
965,Ansley,Venegas,37000.000000,BR3456J,2,1
966,Kirstin,Guerrero,12000.000000,BR3456J,2,2
967,Karon,Mendoza,10000.000000,BR3456J,2,1
968,Esme,Farias,37000.000000,BR3456J,2,1
969,Berenice,San,10000.000000,IB0800A,2,2
970,Charlie,Gonzalez,50000.000000,IB0800A,2,2
971,Noach,Fernandez,12000.000000,IB0800A,2,2
972,Mercedes,Rodriguez,12000.000000,IB0800A,2,2
973,Sloan,Lopez,42000.000000,IB0800A,2,4
974,Guglielma,Martinez,15000.000000,IB0800A,2,4
975,Herrick,Sanchez,30000.000000,IB0800A,2,4
976,Aleksandr,Perez,42000.000000,IB0800A,2,3
977,Arlina,Gomez,33000.000000,IB0800A,2,3
978,Wenonah,Martin,12000.000000,IB0800A,2,3
979,Warner,Jimenez,30000.000000,IB0800A,2,3
980,Libbey,Ruiz,42000.000000,BA2491A,2,3
981,Brana,Hernandez,10000.000000,BA2491A,2,1
982,Genevieve,Diaz,20000.000000,BA2491A,2,1
983,Sharai,Moreno,10000.000000,BA2491A,2,1
984,Josi,alvarez,12000.000000,BA2491A,2,2
985,Pebrook,Munioz,33000.000000,BA2491A,2,2
986,Erna,Romero,33000.000000,BA2491A,2,2
987,Ferd,Alonso,25000.000000,BA2491A,2,2
988,Mohammed,Gutierrez,42000.000000,BA2491A,2,4
989,Dawn,Navarro,37000.000000,BA2491A,2,3
990,Wandie,Torres,25000.000000,BA2491A,2,3
991,Chiarra,Dominguez,18000.000000,MM0987B,2,3
